id,nct_id,intervention_type,name,description
159585682,NCT04063241,OTHER,Health Literacy-Informed Discharge Instructions,Web-based disease-specific instruction sheets that will be printed with the research team's help. Providers will reference these instructions as they perform discharge counseling and will give parents a copy of the instructions to refer to at home.
159217138,NCT03108781,DRUG,Lavender Oil,Lavender Oil twice a day; one month on the face and one month on the legs
159217139,NCT03108781,DRUG,sunflower oil,placebo twice a day (sunflower oil); one month on the face and on month on the legs
159217140,NCT03748043,DRUG,Lactoferrin,lactoferrin 100 mg per day plus ferric hydroxide polymaltose 6 mg /kilogram of Elemental iron
159217141,NCT03748043,DRUG,Ferric Hydroxide Polymaltose,group 2 will receive ferric hydroxide polymaltose 6 mg /kilogram of elemental iron
159217142,NCT00068133,GENETIC,Plasmid based Gene Transfer product-VLTS-589,
159217143,NCT05478954,DRUG,Sulfadoxine pyrimethamine,"Sulphadoxine is a slowly eliminated sulphonamide. It is used in a fixed dose combination of 20 parts sulphadoxine with 1 part pyrimethamine given orally or intramuscularly.

The medicine is no longer recommended for the treatment of malaria. However, it is being used for Intermittent Preventive Treatment during pregnancy (IPTp) and as a co-packaged combination with amodiaquine for seasonal malaria chemoprevention.

Sulphadoxine is readily absorbed from the GIT. It is widely distributed in body tissues and fluids and crosses the placenta into foetal circulation. It is also readily detectable in breast milk. It is excreted predominantly as the unchanged drug."
159217144,NCT05478954,DRUG,Amodiaquine,"Amodiaquine is a Mannich base 4 amino-quinoline that interferes with parasite haem detoxification. It is more effective than chloroquine in both chloroquine sensitive and resistant P. falciparum infections. However, there is cross-resistance between chloroquine and amodiaquine.

It is readily absorbed in the GIT and rapidly converted in the liver to the active metabolite, desethylamodiaquine. Desethylamodiaquine is responsible for all the antimalarial effect. Adverse effect of amodiaquine includes abdominal discomfort and vomiting weakness and when used for prophylaxis it causes agranulocytosis. Amodiaquine is recommended as a partner drug in artemisinin based combination therapy."
159585683,NCT04063241,OTHER,Provider Training,"20-minute long provider training session, including information about health literacy, advanced counseling strategies, results of prior studies, and pre-implementation data."
159585684,NCT00774280,DRUG,BuCy vs BuFlu,Arm 1:BuCy Arm 2:BuFlu
159585685,NCT01406288,OTHER,HUS standard coverage care (including in ICU),HUS standard coverage care : plasmaphereses - eculizumab - Immunoadsorption
159585686,NCT02791113,OTHER,Fractional Flow Reserve (FFR) Measurement,FFR is defined as the distal pressure to coronary lesion divided by the proximal coronary pressure. FFR is measured through a standard diagnostic catheter during coronary angiogram. FFR is used to guide whether to perform angioplasty or stenting or not in patients with coronary stenosis.
159585687,NCT03791242,DEVICE,Cpap and ketogenic diet,"Patients with severe OSAS who are BS candidates will be treated with CPAP only at night (Group 1), or CPAP at night + KMED daily (Group 2), for 4 weeks"
159585688,NCT02642770,DEVICE,Transesophageal echocardiography,2D LV Speckle tracking strain and 3D LVEF measurements
159795085,NCT00584753,RADIATION,Positron emission tomography and computed tomography,Positron emission tomography and computed tomography
159585689,NCT04672564,DRUG,Carrimycin,"Carrimycin (400 mg) will be given once-daily for 14 days (2 x 200 mg tablets) after a meal, if a patient experiences an eating problem, carrimycin will be taken without food."
159217145,NCT02258984,DEVICE,Mespere Venus 1000 Non-Invasive CVP System,"The Venus 1000 CVP System is a non-invasive central venous pressure measurement system that utilizes the proven science of NIRS. Approved by FDA, received Health Canada Medical Device Licence and CE Marked, the Venus 1000 has been proven to be clinically equivalent to measurements made via right heart catheterization."
159217146,NCT03665857,BEHAVIORAL,a multicomponent intervention,"1. School-level policies Students will not be allowed to drink sugar-sweetened beverage or eat unhealthy snacks in schools and drinking water will be advocated.
2. Monitoring of students' weight and height Students will be monitored their weight and height monthly.
3. Promotion of physical activity Students will be required to perform at least 60 minutes of moderate to vigorous physical activity each day in school and increase their physical activity outside school (reaching 30 minutes per weekday and one hour per weekend day).
4. Health education activities Health education activities will be provided for students (10 sessions, 40 minutes per session, 2-3 weeks once), parents and school teachers.
5. The mobile application The mobile application will disseminate health education knowledge among students, parents and teachers, monitor and provide feedback of students' BMI status and diet and physical activity behaviors."
159217147,NCT01995045,DRUG,Triamcinolone,Retrobulbar anesthesia
159217148,NCT01995045,DRUG,Bupivicaine Hydrochloride,Retrobulbar anesthesia
159217149,NCT05438901,BIOLOGICAL,leech therapy,effects of medicinal leeches
159400377,NCT03030495,DEVICE,Intravascular imaging devices,Intravascular ultrasound or optical coherence tomography
159585690,NCT04672564,DRUG,Placebo,"Placebo will be given once-daily for 14 days (2 tablets) after a meal, if a patient experiences an eating problem, placebo will be taken without food."
159585691,NCT02435108,DRUG,crizotinib,crizotinib 250mg bid daily
159585692,NCT01863940,DEVICE,Wound Catheter,Wound catheter placement in split thickness skin graft donor site on the thigh with continuous infusion of procaine 0.5% at 4-5cc/hr for 48 hours.
159585693,NCT05670769,OTHER,Education,"The training module, which will be developed in line with the continuous midwifery care model, will include home care and counseling of pregnant women with gestational diabetes (glucose monitoring and control, diet, exercise, evaluation of fetal health, etc.)."
159585694,NCT06206408,DRUG,Fezolinetant,oral
159585695,NCT06206408,DRUG,Placebo,oral
159585696,NCT02020863,DEVICE,Closed Loop,"Fluid management in the closed loop group will be performed via a closed loop (automated) system that will use an infusion pump (Q-Core) and a controller (a computer run index and algorithm developed by Sironis) to make frequent, regular and accurate adjustments to the amount of fluid the patient receives using feedback from standard operating room monitors."
159585697,NCT01491048,PROCEDURE,THA Physiotherapy,"Patients will be randomized into two groups. The control group will receive care from the team of the THA Assistance Protocol already used by the HSG of HCPA without the intervention of physiotherapy. During hospitalization, the group of cases will be submitted to physical therapy associated with the intervention of the team of the THA Assistance Protocol."
159585698,NCT01491048,PROCEDURE,No physiotherapy after THA,No physiotherapy after THA
159585699,NCT01226823,DRUG,Ursodeoxycholic Acid,300 mg capsules 20 mg/kg body weight/day divided in three administrations per day from enrolment until delivery
159585700,NCT01226823,DRUG,Placebo,300 mg capsules 20 mg/kg body weight/day divided in three administrations per day from enrolment until delivery
159585701,NCT05571046,DRUG,Glucocorticoids,"Intramuscular injection of single dose of 1 ml betamethasone, Paracetamol (500 mg, 2 times a day)"
159032334,NCT01136590,DRUG,fisiologic serum,The placebo will be administered according to the same regimen and infusion time as the medication in the study arm (bolus or 20-minute fast infusion before the incision at the beginning of surgery followed by perfusion of 2 mg/kg/hour until closure of the surgical wound at completion of surgery)
159585702,NCT05571046,OTHER,Placebo,"Intramuscular injection of %0.9 isotonic sodium chloride, Paracetamol (500 mg, 2 times a day)"
159585703,NCT01131949,DRUG,Lamotrigine,"Lamotrigine Tablets (chewable, dispersible), 25 mg"
159585704,NCT03203421,BIOLOGICAL,ChAdOx1 LS2,"A viral vectored vaccine, using a chimpanzee adenovirus as a vector encoding malaria liver-stage dual antigen LS2 (LSA1 and LSAP2) fused with the transmembrane domain from shark invariant chain."
159795086,NCT00584753,RADIATION,Positron emission tomography and computed tomography,Positron emission tomography and computed tomography
159032335,NCT02898467,OTHER,diabetics,additional blood and urine collection during usual medical care endarterectomy samples during usual medical care
159032336,NCT02898467,OTHER,non-diabetics,additional blood and urine collection during usual medical care endarterectomy samples during usual medical care
159032337,NCT01008644,OTHER,Water,"The subjects will drink tap water for 2 hours, volume calculated according to weight: 20ml/kg/hour."
159032338,NCT01008644,OTHER,Saline 3%,"The subjects will receive saline 3% intravenously for 2 hours, the volume calculated as 0.1 ml/kg/min"
159032339,NCT02987868,DRUG,Amino acid supplement first day,An orally administered supplement of the proprietary amino acid derivative
159032340,NCT02987868,DRUG,Placebo first day,A non-active orally administered supplement of the proprietary amino acid derivative
159032341,NCT02987868,DRUG,Amino acid supplement second day,An orally administered supplement of the proprietary amino acid derivative
159032342,NCT02987868,DRUG,Placebo second day,A non-active orally administered supplement of the proprietary amino acid derivative
159032343,NCT00025779,DRUG,methylphenidate,
159032344,NCT00025779,DRUG,guanfacine,
159032345,NCT00498550,DRUG,Clozapine,Clozapine up to 550mg per day
159032346,NCT00498550,DRUG,Treatment as usual,Remain on pre-study antipsychotic treatment
159032347,NCT01171534,DEVICE,DermaClose fasciotomy closure,The DermaClose device provides continuous expanding of the skin around the wound until it has stretched enough to allow the skin edges to be sutured closed.
159032348,NCT01171534,DEVICE,Vessel loop,Vessel loops and staples for fasciotomy closure
159032349,NCT06424353,PROCEDURE,Endoflas pulpectomy,obturation of root canals of primary molars with Endoflas using pressure seringe and lentilospiral files
159032350,NCT02442908,DIETARY_SUPPLEMENT,Nutrifriend Cachexia,2 daily for 12 weeks
159032351,NCT02442908,DIETARY_SUPPLEMENT,Isocaloric placebo,2 daily for 12 weeks
159217150,NCT05841121,DRUG,Dexamethasone,"Antenatal dexamethasone will be given a course of four intramuscular injections of dexamethasone 6 mg (1.2 milliliter), 12 hours apart."
