id,nct_id,outcome_id,result_group_id,ctgov_group_code,classification,category,title,description,units,param_type,param_value,param_value_num,dispersion_type,dispersion_value,dispersion_value_num,dispersion_lower_limit,dispersion_upper_limit,explanation_of_na,dispersion_upper_limit_raw,dispersion_lower_limit_raw
753204358,NCT04966910,100832050,316074805,OG001,Baseline,,Intervention Appropriateness Measure (IAM),"This is a four item measure of how suitable an intervention is for the circumstances, where each item is rated on a 1-5 scale, with 1 = not at all appropriate and 5 = very appropriate, and the total score is a mean item score with minimum score of 1 and maximum of 5. Clinician participants complete this measure. Higher values are considered to be more positive (i.e., a more appropriate intervention).",score on a scale,MEAN,4.63,4.63,Standard Deviation,0.53,0.53,,,,,
753204359,NCT04966910,100832050,316074804,OG000,9 weeks,,Intervention Appropriateness Measure (IAM),"This is a four item measure of how suitable an intervention is for the circumstances, where each item is rated on a 1-5 scale, with 1 = not at all appropriate and 5 = very appropriate, and the total score is a mean item score with minimum score of 1 and maximum of 5. Clinician participants complete this measure. Higher values are considered to be more positive (i.e., a more appropriate intervention).",score on a scale,MEAN,5.00,5.0,Standard Deviation,0,0.0,,,,,
753204360,NCT02276027,100832051,316074806,OG000,,,Overall Response Rate (ORR),"Overall response rate is the proportion of patients with a best overall response of complete response (CR) or partial response (PR) according to Response Evaluation Criteria In Solid Tumors (RECIST) 1.1 criteria (Overall Response (OR) = CR + PR).

Complete Response (CR): Disappearance of all non-nodal target lesions. In addition, any pathological lymph nodes assigned as target lesions must have a reduction in short axis to \< 10 mm Partial Response (PR): At least a 30% decrease in the sum of diameter of all target lesions, taking as reference the baseline sum of diameters.",Participants,COUNT_OF_PARTICIPANTS,0,0.0,,,,,,,,
753204361,NCT02276027,100832051,316074807,OG001,,,Overall Response Rate (ORR),"Overall response rate is the proportion of patients with a best overall response of complete response (CR) or partial response (PR) according to Response Evaluation Criteria In Solid Tumors (RECIST) 1.1 criteria (Overall Response (OR) = CR + PR).

Complete Response (CR): Disappearance of all non-nodal target lesions. In addition, any pathological lymph nodes assigned as target lesions must have a reduction in short axis to \< 10 mm Partial Response (PR): At least a 30% decrease in the sum of diameter of all target lesions, taking as reference the baseline sum of diameters.",Participants,COUNT_OF_PARTICIPANTS,3,3.0,,,,,,,,
753204362,NCT02276027,100832051,316074808,OG002,,,Overall Response Rate (ORR),"Overall response rate is the proportion of patients with a best overall response of complete response (CR) or partial response (PR) according to Response Evaluation Criteria In Solid Tumors (RECIST) 1.1 criteria (Overall Response (OR) = CR + PR).

Complete Response (CR): Disappearance of all non-nodal target lesions. In addition, any pathological lymph nodes assigned as target lesions must have a reduction in short axis to \< 10 mm Partial Response (PR): At least a 30% decrease in the sum of diameter of all target lesions, taking as reference the baseline sum of diameters.",Participants,COUNT_OF_PARTICIPANTS,19,19.0,,,,,,,,
756409451,NCT03834974,101267430,317512500,OG001,,,Desirability of Tanning Alternatives,"Average score on items relating to tanning alternative desirability. Scale ranges from 1 to 5, with higher scores indicating more positive attitudes towards tanning alternatives.",score on a scale,MEAN,3.5,3.5,Standard Deviation,1.1,1.1,,,,,
753204363,NCT02276027,100832051,316074809,OG003,,,Overall Response Rate (ORR),"Overall response rate is the proportion of patients with a best overall response of complete response (CR) or partial response (PR) according to Response Evaluation Criteria In Solid Tumors (RECIST) 1.1 criteria (Overall Response (OR) = CR + PR).

Complete Response (CR): Disappearance of all non-nodal target lesions. In addition, any pathological lymph nodes assigned as target lesions must have a reduction in short axis to \< 10 mm Partial Response (PR): At least a 30% decrease in the sum of diameter of all target lesions, taking as reference the baseline sum of diameters.",Participants,COUNT_OF_PARTICIPANTS,2,2.0,,,,,,,,
753204365,NCT02276027,100832052,316074811,OG001,,,Median Overall Survival (OS),OS is defined as the time from date of randomization/start of treatment to date of death due to any cause.,Months,MEDIAN,13.26,13.26,95% Confidence Interval,,,1.18,23.33,,23.33,1.18
753204366,NCT02276027,100832052,316074812,OG002,,,Median Overall Survival (OS),OS is defined as the time from date of randomization/start of treatment to date of death due to any cause.,Months,MEDIAN,NA,,95% Confidence Interval,,,19.35,,Median and upper limit NA because they are not evaluable. The median OS was not reached,NA,19.35
753204367,NCT02276027,100832052,316074813,OG003,,,Median Overall Survival (OS),OS is defined as the time from date of randomization/start of treatment to date of death due to any cause.,Months,MEDIAN,9.20,9.2,95% Confidence Interval,,,3.52,11.93,,11.93,3.52
756409452,NCT03834974,101267431,317512501,OG000,,,Persuasive Impact of Participant Messages,"The mean of participants ratings for how persuasive they found each post (other than those they created) on a scale of 0-100, with higher scores indicating more persuasive.",score on a sliding scale,MEAN,62.2,62.2,Standard Deviation,13.3,13.3,,,,,
752312455,NCT01125930,100715970,315680702,OG007,None,,Severity of Erythematotelangiectatic Rosacea Symptoms: Self-Reported Facial Stinging,"Evaluation of erythematotelangiectatic rosacea symptoms includes subject reporting of flushing, burning, stinging, topical product intolerance",participants,NUMBER,26,26.0,,,,,,,,
753204368,NCT02276027,100832053,316074814,OG000,,,Number of Participants With Progression-free Survival (PFS),PFS event is defined as the first documented progression or death due to any cause according to RECIST 1.1 criteria,Participants,COUNT_OF_PARTICIPANTS,2,2.0,,,,,,,,
753204369,NCT02276027,100832053,316074815,OG001,,,Number of Participants With Progression-free Survival (PFS),PFS event is defined as the first documented progression or death due to any cause according to RECIST 1.1 criteria,Participants,COUNT_OF_PARTICIPANTS,16,16.0,,,,,,,,
753204370,NCT02276027,100832053,316074816,OG002,,,Number of Participants With Progression-free Survival (PFS),PFS event is defined as the first documented progression or death due to any cause according to RECIST 1.1 criteria,Participants,COUNT_OF_PARTICIPANTS,19,19.0,,,,,,,,
753204371,NCT02276027,100832053,316074817,OG003,,,Number of Participants With Progression-free Survival (PFS),PFS event is defined as the first documented progression or death due to any cause according to RECIST 1.1 criteria,Participants,COUNT_OF_PARTICIPANTS,19,19.0,,,,,,,,
753204372,NCT02276027,100832054,316074818,OG000,,,Disease Control Rate (DCR),"DCR is the percentage of patients with a best overall response of complete response (CR) or partial response (PR) or Stable Disease (SD) according to RECIST 1.1 criteria (DCR: CR+PR+SD) Complete Response (CR): Disappearance of all non-nodal target lesions. In addition, any pathological lymph nodes assigned as target lesions must have a reduction in short axis to \< 10 mm Partial Response (PR): At least a 30% decrease in the sum of diameter of all target lesions, taking as reference the baseline sum of diameters.

Stable Disease (SD): Neither sufficient shrinkage to qualify for PR or CR nor an increase in lesions which would qualify for PD",Percentage of participants,NUMBER,50.0,50.0,95% Confidence Interval,,,1.3,98.7,,98.7,1.3
753204373,NCT02276027,100832054,316074819,OG001,,,Disease Control Rate (DCR),"DCR is the percentage of patients with a best overall response of complete response (CR) or partial response (PR) or Stable Disease (SD) according to RECIST 1.1 criteria (DCR: CR+PR+SD) Complete Response (CR): Disappearance of all non-nodal target lesions. In addition, any pathological lymph nodes assigned as target lesions must have a reduction in short axis to \< 10 mm Partial Response (PR): At least a 30% decrease in the sum of diameter of all target lesions, taking as reference the baseline sum of diameters.

Stable Disease (SD): Neither sufficient shrinkage to qualify for PR or CR nor an increase in lesions which would qualify for PD",Percentage of participants,NUMBER,43.8,43.8,95% Confidence Interval,,,19.8,70.1,,70.1,19.8
753204374,NCT02276027,100832054,316074820,OG002,,,Disease Control Rate (DCR),"DCR is the percentage of patients with a best overall response of complete response (CR) or partial response (PR) or Stable Disease (SD) according to RECIST 1.1 criteria (DCR: CR+PR+SD) Complete Response (CR): Disappearance of all non-nodal target lesions. In addition, any pathological lymph nodes assigned as target lesions must have a reduction in short axis to \< 10 mm Partial Response (PR): At least a 30% decrease in the sum of diameter of all target lesions, taking as reference the baseline sum of diameters.

Stable Disease (SD): Neither sufficient shrinkage to qualify for PR or CR nor an increase in lesions which would qualify for PD",Percentage of participants,NUMBER,92.3,92.3,95% Confidence Interval,,,74.9,99.1,,99.1,74.9
753204375,NCT02276027,100832054,316074821,OG003,,,Disease Control Rate (DCR),"DCR is the percentage of patients with a best overall response of complete response (CR) or partial response (PR) or Stable Disease (SD) according to RECIST 1.1 criteria (DCR: CR+PR+SD) Complete Response (CR): Disappearance of all non-nodal target lesions. In addition, any pathological lymph nodes assigned as target lesions must have a reduction in short axis to \< 10 mm Partial Response (PR): At least a 30% decrease in the sum of diameter of all target lesions, taking as reference the baseline sum of diameters.

Stable Disease (SD): Neither sufficient shrinkage to qualify for PR or CR nor an increase in lesions which would qualify for PD",Percentage of participants,NUMBER,59.1,59.1,95% Confidence Interval,,,36.4,79.3,,79.3,36.4
