nct_id,phase,condition,intervention_type,sponsor_type,enrollment,status,outcome_label,final_outcome
NCT00002550,PHASE3,Lung Cancer,DRUG,NIH,429.0,COMPLETED,,Failed
NCT00002551,PHASE3,Colorectal Cancer,DRUG,NIH,1917.0,COMPLETED,,Failed
NCT00002552,PHASE2,Lymphoma,BIOLOGICAL,NIH,40.0,COMPLETED,,Failed
NCT00002553,PHASE2,Leukemia,DRUG,NIH,50.0,COMPLETED,,Failed
NCT00002554,PHASE2,Leukemia,DRUG,OTHER,30.0,COMPLETED,,Failed
NCT00002555,PHASE3,Head and Neck Cancer,DRUG,NETWORK,338.0,COMPLETED,,Failed
NCT00002556,PHASE3,Stage I Multiple Myeloma,DRUG,NIH,312.0,COMPLETED,,Failed
NCT00002557,PHASE2,Lymphoma,DRUG,NIH,3.0,UNKNOWN,,Failed
NCT00002558,PHASE1/PHASE2,Extragonadal Germ Cell Tumor,BIOLOGICAL,NIH,108.0,COMPLETED,Overall Objective Response,Passed
NCT00002559,PHASE1/PHASE2,Ovarian Cancer,BIOLOGICAL,OTHER,43.0,COMPLETED,,Failed
NCT00002560,PHASE2,Neuroblastoma,BIOLOGICAL,OTHER,40.0,COMPLETED,,Failed
NCT00002561,PHASE3,Hodgkin Lymphoma,BIOLOGICAL,NETWORK,405.0,COMPLETED,,Failed
NCT00002562,PHASE2,Cervical Cancer,DRUG,NIH,25.0,COMPLETED,,Failed
NCT00002563,,Lymphoma,PROCEDURE,NIH,263.0,COMPLETED,,Failed
NCT00002564,PHASE3,Breast Cancer,OTHER,OTHER,2500.0,COMPLETED,,Failed
NCT00002565,PHASE3,Lymphoma,BIOLOGICAL,NIH,61.0,COMPLETED,,Failed
NCT00002566,PHASE3,Extragonadal Germ Cell Tumor,DRUG,OTHER,280.0,COMPLETED,,Failed
NCT00002567,PHASE2,Bone Marrow Ablation,BIOLOGICAL,NIH,45.0,COMPLETED,,Failed
NCT00002568,PHASE3,Ovarian Cancer,DRUG,NIH,470.0,COMPLETED,,Failed
NCT00002569,PHASE3,Brain and Central Nervous System Tumors,DRUG,NIH,299.0,COMPLETED,,Failed
NCT00002570,PHASE3,Colorectal Cancer,DRUG,NETWORK,67.0,COMPLETED,,Failed
NCT00002571,PHASE2,Lymphoma,BIOLOGICAL,NIH,52.0,COMPLETED,,Failed
NCT00002572,PHASE1,Brain and Central Nervous System Tumors,BIOLOGICAL,NIH,10.0,COMPLETED,,Failed
NCT00002574,PHASE2,Leukemia,BIOLOGICAL,NIH,87.0,COMPLETED,,Failed
NCT00002575,PHASE3,Colorectal Cancer,PROCEDURE,NIH,810.0,COMPLETED,,Failed
NCT00002576,PHASE3,Lymphoma,DRUG,OTHER,200.0,COMPLETED,,Failed
NCT00002577,PHASE1/PHASE2,Lung Cancer,RADIATION,NIH,36.0,COMPLETED,,Failed
NCT00002578,PHASE2,Lymphoma,DRUG,NIH,35.0,COMPLETED,,Failed
NCT00002579,PHASE3,Breast Cancer,DRUG,OTHER,2000.0,COMPLETED,,Failed
NCT00002580,PHASE3,Breast Cancer,DRUG,OTHER,1000.0,COMPLETED,,Failed
NCT00002581,PHASE3,Breast Cancer,DRUG,OTHER,1000.0,COMPLETED,,Failed
NCT00002582,PHASE3,Breast Cancer,DRUG,OTHER,6000.0,COMPLETED,,Failed
NCT00002583,PHASE3,Lung Cancer,DRUG,NIH,482.0,COMPLETED,,Failed
NCT00002585,PHASE2,Breast Cancer,DRUG,NIH,20.0,COMPLETED,,Failed
NCT00002586,PHASE2,Drug Toxicity,DRUG,OTHER,96.0,COMPLETED,,Failed
NCT00002587,PHASE1,"Unspecified Adult Solid Tumor, Protocol Specific",DRUG,NIH,20.0,COMPLETED,,Failed
NCT00002588,PHASE1,Leukemia,DRUG,NIH,30.0,COMPLETED,,Failed
NCT00002589,PHASE2,Kidney Cancer,BIOLOGICAL,NIH,90.0,UNKNOWN,,Failed
NCT00002590,PHASE2,Lymphoma,BIOLOGICAL,NIH,221.0,COMPLETED,,Failed
NCT00002592,PHASE2,Leukemia,BIOLOGICAL,NIH,40.0,COMPLETED,,Failed
NCT00002593,PHASE3,Colorectal Cancer,DRUG,NIH,1135.0,COMPLETED,,Failed
NCT00002594,PHASE2,Brain Tumor,BIOLOGICAL,NIH,31.0,COMPLETED,,Failed
NCT00002595,PHASE2,Desmoid Tumor,DRUG,OTHER,72.0,COMPLETED,,Failed
NCT00002596,PHASE3,Childhood Germ Cell Tumor,BIOLOGICAL,NIH,270.0,COMPLETED,,Failed
NCT00002597,PHASE3,Prostate Cancer,DRUG,NIH,2028.0,COMPLETED,Overall Survival Rate (10-year),Passed
NCT00002598,PHASE2,Leukemia,BIOLOGICAL,OTHER,30.0,COMPLETED,,Failed
NCT00002599,PHASE3,Multiple Myeloma and Plasma Cell Neoplasm,BIOLOGICAL,OTHER_GOV,750.0,UNKNOWN,,Failed
NCT00002600,PHASE1,Fallopian Tube Cancer,BIOLOGICAL,OTHER,23.0,COMPLETED,,Failed
NCT00002601,PHASE2,Sarcoma,BIOLOGICAL,NIH,13.0,COMPLETED,Number of Participants With Grade 3 Bilirubin,Passed
NCT00002602,PHASE1/PHASE2,Prostate Cancer,RADIATION,NIH,1084.0,COMPLETED,,Failed
NCT00002604,PHASE1,"Unspecified Adult Solid Tumor, Protocol Specific",DRUG,NIH,28.0,COMPLETED,,Failed
NCT00002608,PHASE2,Adrenocortical Carcinoma,DRUG,OTHER,30.0,COMPLETED,,Failed
NCT00002609,PHASE2,Leukemia,BIOLOGICAL,NIH,40.0,COMPLETED,,Failed
NCT00002610,PHASE3,Kidney Cancer,BIOLOGICAL,NIH,203.0,COMPLETED,,Failed
NCT00002611,PHASE3,Kidney Cancer,BIOLOGICAL,NIH,3031.0,COMPLETED,,Failed
NCT00002615,PHASE3,Gastric Cancer,DRUG,OTHER_GOV,500.0,COMPLETED,,Failed
NCT00002616,PHASE1,Breast Cancer,BIOLOGICAL,OTHER,36.0,UNKNOWN,,Failed
NCT00002618,PHASE3,Lymphoma,BIOLOGICAL,NIH,242.0,COMPLETED,,Failed
NCT00002619,PHASE2,Brain and Central Nervous System Tumors,BIOLOGICAL,OTHER,60.0,COMPLETED,,Failed
NCT00002620,PHASE3,Brain and Central Nervous System Tumors,DRUG,NETWORK,212.0,COMPLETED,,Failed
NCT00002621,PHASE2,Leukemia,BIOLOGICAL,NIH,8.0,COMPLETED,,Failed
NCT00002622,PHASE3,Metastatic Cancer,DRUG,NIH,501.0,COMPLETED,,Failed
NCT00002623,PHASE3,Lung Cancer,DRUG,NETWORK,640.0,COMPLETED,,Failed
NCT00002624,PHASE2,Lung Cancer,PROCEDURE,NIH,66.0,COMPLETED,,Failed
NCT00002625,PHASE1,Esophageal Cancer,DRUG,NIH,5.0,COMPLETED,,Failed
NCT00002627,PHASE1/PHASE2,Breast Cancer,BIOLOGICAL,OTHER,30.0,UNKNOWN,,Failed
NCT00002628,PHASE1/PHASE2,Breast Cancer,BIOLOGICAL,OTHER,50.0,UNKNOWN,,Failed
NCT00002630,PHASE2,Multiple Myeloma and Plasma Cell Neoplasm,BIOLOGICAL,OTHER,50.0,COMPLETED,,Failed
NCT00002631,PHASE3,Esophageal Cancer,DRUG,NIH,298.0,COMPLETED,,Failed
NCT00002632,PHASE2,Head and Neck Cancer,DRUG,NIH,32.0,COMPLETED,,Failed
NCT00002633,PHASE3,Prostate Cancer,DRUG,NIH,361.0,COMPLETED,,Failed
NCT00002634,PHASE2,Neuroblastoma,BIOLOGICAL,OTHER,45.0,COMPLETED,,Failed
NCT00002635,PHASE2,Lymphoma,BIOLOGICAL,NIH,12.0,COMPLETED,,Failed
NCT00002637,PHASE1/PHASE2,Prostate Cancer,BIOLOGICAL,OTHER,25.0,COMPLETED,,Failed
NCT00002638,PHASE2,Leukemia,BIOLOGICAL,OTHER,30.0,COMPLETED,,Failed
NCT00002639,PHASE2,Brain and Central Nervous System Tumors,DRUG,NIH,,COMPLETED,,Failed
NCT00002641,PHASE3,Endometrial Cancer,BIOLOGICAL,NETWORK,350.0,COMPLETED,,Failed
NCT00002642,PHASE2,Lung Cancer,DRUG,NIH,116.0,COMPLETED,,Failed
NCT00002643,PHASE2,Neutropenia,BIOLOGICAL,OTHER,130.0,COMPLETED,,Failed
NCT00002644,PHASE3,Breast Cancer,DRUG,OTHER,7154.0,COMPLETED,,Failed
NCT00002646,PHASE3,Breast Cancer,DRUG,NIH,1500.0,COMPLETED,,Failed
NCT00002647,PHASE1,Brain and Central Nervous System Tumors,DRUG,OTHER,24.0,UNKNOWN,,Failed
NCT00002649,PHASE3,Recurrent Adult Burkitt Lymphoma,BIOLOGICAL,NIH,206.0,COMPLETED,,Failed
NCT00002650,PHASE2,Colorectal Cancer,DIETARY_SUPPLEMENT,NIH,80.0,COMPLETED,,Failed
NCT00002651,PHASE3,Prostate Cancer,DRUG,NIH,3040.0,COMPLETED,Overall Survival,Passed
NCT00002652,PHASE2,Multiple Myeloma and Plasma Cell Neoplasm,DRUG,NIH,,COMPLETED,,Failed
NCT00002653,PHASE3,Multiple Myeloma and Plasma Cell Neoplasm,DRUG,OTHER_GOV,1000.0,UNKNOWN,,Failed
NCT00002654,PHASE3,Head and Neck Cancer,DRUG,OTHER,224.0,COMPLETED,,Failed
NCT00002655,PHASE2,Liver Cancer,PROCEDURE,NIH,,COMPLETED,,Failed
NCT00002656,PHASE2,Lung Cancer,DRUG,NIH,20.0,COMPLETED,,Failed
NCT00002657,PHASE2,Lymphoma,BIOLOGICAL,NIH,20.0,COMPLETED,,Failed
NCT00002658,PHASE3,Leukemia,BIOLOGICAL,OTHER_GOV,2000.0,UNKNOWN,,Failed
NCT00002659,PHASE3,Head and Neck Cancer,DRUG,INDUSTRY,120.0,UNKNOWN,,Failed
NCT00002662,PHASE3,Breast Cancer,DRUG,INDUSTRY,,COMPLETED,,Failed
NCT00002663,PHASE1/PHASE2,EBV-induced Lymphomas,BIOLOGICAL,OTHER,58.0,COMPLETED,Objective Response Rate (ORR),Passed
NCT00002664,PHASE2,Colorectal Cancer,BIOLOGICAL,OTHER,0.0,WITHDRAWN,,Failed
NCT00002665,PHASE2,Leukemia,DRUG,NIH,50.0,COMPLETED,,Failed
NCT00002667,NA,Lung Cancer,OTHER,NIH,1100.0,COMPLETED,,Failed
NCT00002668,NA,Breast Cancer,BEHAVIORAL,NIH,13.0,TERMINATED,,Failed
NCT00002669,PHASE2,Melanoma (Skin),BIOLOGICAL,NETWORK,90.0,COMPLETED,,Failed
NCT00002670,PHASE3,Head and Neck Cancer,DRUG,NIH,459.0,COMPLETED,,Failed
NCT00002671,PHASE2,Ovarian Cancer,DRUG,NIH,,COMPLETED,,Failed
NCT00002673,PHASE2,Cancer,PROCEDURE,OTHER,30.0,COMPLETED,,Failed
NCT00002674,PHASE2,Leukemia,BIOLOGICAL,NIH,30.0,COMPLETED,,Failed
NCT00002675,PHASE2,Retinoblastoma,BIOLOGICAL,OTHER,50.0,COMPLETED,,Failed
NCT00002676,PHASE2,Lymphoma,DRUG,NIH,36.0,COMPLETED,,Failed
NCT00002677,PHASE1,Prostate Cancer,DRUG,NIH,24.0,COMPLETED,,Failed
NCT00002678,PHASE3,Multiple Myeloma and Plasma Cell Neoplasm,DRUG,NETWORK,595.0,COMPLETED,,Failed
NCT00002679,PHASE2,Breast Cancer,BIOLOGICAL,OTHER,89.0,COMPLETED,,Failed
NCT00002680,PHASE2,Breast Cancer,BIOLOGICAL,OTHER,40.0,COMPLETED,,Failed
NCT00002681,PHASE1/PHASE2,Leukemia,BIOLOGICAL,NIH,25.0,COMPLETED,,Failed
NCT00002682,PHASE2,Lymphoma,DRUG,NIH,5.0,COMPLETED,,Failed
NCT00002684,PHASE2,Bladder Cancer,DRUG,OTHER,40.0,COMPLETED,,Failed
NCT00002687,PHASE1,Lymphoma,BIOLOGICAL,OTHER,30.0,COMPLETED,,Failed
NCT00002688,PHASE2,Leukemia,DRUG,OTHER,25.0,UNKNOWN,,Failed
NCT00002689,PHASE2,Pancreatic Cancer,DRUG,OTHER,48.0,COMPLETED,,Failed
NCT00002691,PHASE2,Lymphoma,BIOLOGICAL,OTHER,,COMPLETED,,Failed
NCT00002692,PHASE3,Colorectal Cancer,DRUG,OTHER_GOV,312.0,UNKNOWN,,Failed
NCT00002693,PHASE1,Leukemia,BIOLOGICAL,NIH,,COMPLETED,,Failed
NCT00002695,,Head and Neck Cancer,GENETIC,NIH,530.0,COMPLETED,,Failed
NCT00002696,PHASE3,Breast Cancer,DRUG,OTHER,,SUSPENDED,,Failed
NCT00002697,PHASE2,Lymphoma,BIOLOGICAL,OTHER,,COMPLETED,,Failed
NCT00002700,PHASE3,Leukemia,DRUG,OTHER,392.0,COMPLETED,,Failed
NCT00002701,PHASE3,Leukemia,DRUG,OTHER,750.0,UNKNOWN,,Failed
NCT00002702,PHASE3,Head and Neck Cancer,BIOLOGICAL,OTHER,260.0,UNKNOWN,,Failed
NCT00002703,PHASE3,Prostate Cancer,RADIATION,NIH,390.0,COMPLETED,,Failed
NCT00002704,PHASE2,Leukemia,BIOLOGICAL,NIH,156.0,COMPLETED,,Failed
NCT00002705,PHASE1,Leukemia,DRUG,NIH,3.0,COMPLETED,,Failed
NCT00002706,PHASE3,Endometrial Adenocarcinoma,PROCEDURE,NIH,2616.0,COMPLETED,,Failed
NCT00002707,PHASE3,Breast Cancer,DRUG,NIH,2411.0,COMPLETED,,Failed
NCT00002708,PHASE3,Metastatic Cancer,PROCEDURE,NIH,333.0,COMPLETED,,Failed
NCT00002711,PHASE1,Esophageal Cancer,DRUG,NIH,24.0,COMPLETED,,Failed
NCT00002714,PHASE2,Lymphoma,BIOLOGICAL,NIH,,COMPLETED,,Failed
NCT00002715,PHASE2,Lymphoma,BIOLOGICAL,NIH,50.0,COMPLETED,,Failed
NCT00002716,PHASE3,Colorectal Cancer,DRUG,NIH,135.0,COMPLETED,,Failed
NCT00002717,PHASE3,Ovarian Cancer,DRUG,NIH,324.0,COMPLETED,,Failed
NCT00002718,PHASE2,Leukemia,BIOLOGICAL,NIH,31.0,COMPLETED,,Failed
NCT00002719,PHASE3,Leukemia,BIOLOGICAL,OTHER,500.0,COMPLETED,,Failed
NCT00002720,PHASE3,Breast Cancer,DRUG,OTHER,642.0,COMPLETED,,Failed
NCT00002721,PHASE1,Prostate Cancer,DRUG,OTHER,18.0,COMPLETED,,Failed
NCT00002722,PHASE2,Gastric Cancer,DRUG,NETWORK,135.0,COMPLETED,,Failed
NCT00002723,PHASE3,Prostate Cancer,DRUG,NETWORK,390.0,COMPLETED,,Failed
NCT00002725,PHASE2,Lymphoma,DRUG,NIH,35.0,COMPLETED,,Failed
NCT00002727,PHASE3,Head and Neck Cancer,RADIATION,NIH,250.0,COMPLETED,,Failed
NCT00002730,PHASE1,Neuroblastoma,DRUG,NIH,,COMPLETED,,Failed
NCT00002733,PHASE2,Kidney Cancer,BIOLOGICAL,OTHER,30.0,COMPLETED,,Failed
NCT00002734,PHASE1,Ovarian Cancer,BIOLOGICAL,NIH,30.0,COMPLETED,,Failed
NCT00002735,PHASE2,Head and Neck Cancer,DRUG,NIH,68.0,TERMINATED,,Failed
NCT00002737,PHASE3,Kidney Cancer,BIOLOGICAL,NETWORK,320.0,COMPLETED,,Failed
NCT00002738,PHASE2,Leukemia,DRUG,NIH,25.0,COMPLETED,,Failed
NCT00002740,PHASE1,Neuroblastoma,BIOLOGICAL,NIH,30.0,COMPLETED,,Failed
NCT00002742,PHASE3,Chronic Myeloproliferative Disorders,DRUG,INDUSTRY,,COMPLETED,,Failed
NCT00002744,PHASE3,Leukemia,DRUG,NIH,1970.0,COMPLETED,,Failed
NCT00002745,PHASE2,Lymphoma,DRUG,NIH,37.0,COMPLETED,,Failed
NCT00002746,PHASE1,Leukemia,BIOLOGICAL,OTHER,24.0,COMPLETED,,Failed
NCT00002747,PHASE3,Head and Neck Cancer,DRUG,OTHER,240.0,UNKNOWN,,Failed
NCT00002748,PHASE1,Neuroblastoma,BIOLOGICAL,NIH,38.0,COMPLETED,,Failed
NCT00002749,PHASE2,Brain and Central Nervous System Tumors,DRUG,OTHER,25.0,COMPLETED,,Failed
NCT00002750,PHASE1,Brain and Central Nervous System Tumors,DRUG,OTHER,6.0,COMPLETED,,Failed
NCT00002751,PHASE1/PHASE2,Metastatic Cancer,BIOLOGICAL,OTHER,6.0,COMPLETED,,Failed
NCT00002752,PHASE1/PHASE2,Brain and Central Nervous System Tumors,RADIATION,OTHER,,COMPLETED,,Failed
NCT00002753,PHASE1,Brain and Central Nervous System Tumors,RADIATION,OTHER,6.0,COMPLETED,,Failed
NCT00002754,PHASE1,Brain and Central Nervous System Tumors,BIOLOGICAL,NIH,6.0,COMPLETED,,Failed
NCT00002755,PHASE3,Breast Cancer,BIOLOGICAL,OTHER,600.0,COMPLETED,,Failed
NCT00002756,PHASE2,Leukemia,BIOLOGICAL,NIH,221.0,COMPLETED,,Failed
NCT00002757,PHASE3,Leukemia,BIOLOGICAL,NIH,1148.0,COMPLETED,,Failed
NCT00002759,PHASE1,Drug/Agent Toxicity by Tissue/Organ,DRUG,NIH,3.0,COMPLETED,,Failed
NCT00002760,PHASE3,Prostate Cancer,DRUG,NIH,260.0,COMPLETED,,Failed
NCT00002761,PHASE1/PHASE2,Leukemia,BIOLOGICAL,OTHER,0.0,WITHDRAWN,,Failed
NCT00002762,,Breast Cancer,BEHAVIORAL,NIH,1118.0,COMPLETED,,Failed
NCT00002763,PHASE3,Melanoma (Skin),BIOLOGICAL,NETWORK,1000.0,UNKNOWN,,Failed
NCT00002764,PHASE3,Endometrial Cancer,BIOLOGICAL,NETWORK,340.0,COMPLETED,,Failed
NCT00002765,PHASE1,Leukemia,BIOLOGICAL,NIH,,COMPLETED,,Failed
NCT00002766,PHASE3,Leukemia,BIOLOGICAL,NIH,170.0,COMPLETED,Complete Remission (CR),Passed
NCT00002767,PHASE3,Melanoma (Skin),BIOLOGICAL,INDUSTRY,300.0,UNKNOWN,,Failed
NCT00002768,PHASE2,Leukemia,BIOLOGICAL,NIH,51.0,COMPLETED,,Failed
NCT00002771,PHASE3,Leukemia,BIOLOGICAL,OTHER,750.0,UNKNOWN,,Failed
NCT00002772,PHASE3,Breast Cancer,BIOLOGICAL,NIH,602.0,TERMINATED,,Failed
NCT00002773,PHASE2,Pancreatic Cancer,BIOLOGICAL,OTHER,,COMPLETED,,Failed
NCT00002774,PHASE2,Squamous Neck Carcinoma of the Head and Neck Cancer (SCCHN),DRUG,NIH,63.0,COMPLETED,,Failed
NCT00002775,PHASE1/PHASE2,Prostate Cancer,DRUG,OTHER,37.0,UNKNOWN,,Failed
NCT00002777,PHASE3,Breast Cancer,DRUG,NETWORK,342.0,COMPLETED,,Failed
NCT00002778,PHASE2,Leukemia,BIOLOGICAL,NIH,40.0,TERMINATED,,Failed
NCT00002779,PHASE2,Lymphoma,DRUG,NIH,34.0,COMPLETED,,Failed
NCT00002780,PHASE1/PHASE2,Breast Cancer,BIOLOGICAL,OTHER,60.0,UNKNOWN,,Failed
NCT00002781,PHASE1,Melanoma (Skin),DRUG,OTHER,15.0,UNKNOWN,,Failed
NCT00002783,PHASE2,Gastric Cancer,DRUG,NIH,50.0,COMPLETED,,Failed
NCT00002784,PHASE3,Breast Cancer,BIOLOGICAL,NETWORK,344.0,COMPLETED,,Failed
NCT00002785,PHASE2,Leukemia,BIOLOGICAL,NIH,,COMPLETED,,Failed
NCT00002786,PHASE1/PHASE2,Melanoma (Skin),BIOLOGICAL,NIH,20.0,COMPLETED,,Failed
NCT00002787,PHASE1,Refractory Multiple Myeloma,BIOLOGICAL,NIH,22.0,COMPLETED,,Failed
NCT00002788,PHASE1,Leukemia,BIOLOGICAL,NIH,15.0,COMPLETED,,Failed
NCT00002789,PHASE3,Leukemia,DRUG,NIH,100.0,COMPLETED,,Failed
NCT00002790,PHASE1/PHASE2,Graft Versus Host Disease,DRUG,NIH,0.0,WITHDRAWN,,Failed
NCT00002791,PHASE2,Sarcoma,BIOLOGICAL,NIH,,COMPLETED,,Failed
NCT00002792,PHASE2,Chronic Myeloproliferative Disorders,DRUG,NIH,20.0,COMPLETED,,Failed
NCT00002793,PHASE3,Colorectal Cancer,DRUG,OTHER,336.0,UNKNOWN,,Failed
NCT00002794,PHASE2,Retinoblastoma,DRUG,NIH,25.0,COMPLETED,,Failed
NCT00002796,PHASE1/PHASE2,Mucinous Adenocarcinoma of the Colon,DRUG,NIH,46.0,TERMINATED,,Failed
NCT00002798,PHASE3,Childhood Acute Erythroleukemia (M6),DRUG,NIH,880.0,COMPLETED,,Failed
NCT00002800,PHASE2,Leukemia,BIOLOGICAL,NIH,60.0,COMPLETED,,Failed
NCT00002801,PHASE1,Colorectal Cancer,DRUG,OTHER,30.0,COMPLETED,,Failed
NCT00002802,PHASE3,Neuroblastoma,DRUG,OTHER,500.0,COMPLETED,,Failed
NCT00002803,PHASE2,Neuroblastoma,DRUG,OTHER,44.0,COMPLETED,,Failed
NCT00002804,PHASE2,Sarcoma,BIOLOGICAL,NIH,43.0,COMPLETED,,Failed
NCT00002805,PHASE2,Leukemia,BIOLOGICAL,NIH,115.0,COMPLETED,,Failed
NCT00002806,PHASE2,Brain and Central Nervous System Tumors,DRUG,NIH,43.0,COMPLETED,,Failed
NCT00002807,NA,Endometrial Cancer,RADIATION,NETWORK,116.0,COMPLETED,,Failed
NCT00002809,PHASE2,Leukemia,BIOLOGICAL,OTHER,10.0,COMPLETED,,Failed
NCT00002810,PHASE2,Multiple Myeloma and Plasma Cell Neoplasm,BIOLOGICAL,OTHER,,COMPLETED,,Failed
NCT00002811,PHASE3,Precancerous Condition,DRUG,INDUSTRY,30.0,UNKNOWN,,Failed
NCT00002812,PHASE3,Leukemia,DRUG,NIH,2078.0,COMPLETED,,Failed
NCT00002813,PHASE2,Cervical Cancer,DRUG,NIH,62.0,COMPLETED,,Failed
NCT00002814,PHASE2,Brain and Central Nervous System Tumors,BIOLOGICAL,OTHER,20.0,COMPLETED,,Failed
NCT00002816,PHASE3,Leukemia,DRUG,NIH,120.0,COMPLETED,,Failed
NCT00002817,PHASE1/PHASE2,Melanoma (Skin),BIOLOGICAL,NIH,30.0,UNKNOWN,,Failed
NCT00002818,PHASE1,Drug/Agent Toxicity by Tissue/Organ,DRUG,NIH,15.0,COMPLETED,,Failed
NCT00002819,PHASE3,Ovarian Cancer,DRUG,NIH,,TERMINATED,,Failed
NCT00002822,PHASE3,Lung Cancer,DRUG,OTHER_GOV,400.0,COMPLETED,,Failed
NCT00002823,PHASE3,Lung Cancer,DRUG,OTHER,3300.0,COMPLETED,,Failed
NCT00002824,PHASE1,Brain and Central Nervous System Tumors,BIOLOGICAL,NIH,,COMPLETED,,Failed
NCT00002825,PHASE2,Brain and Central Nervous System Tumors,BIOLOGICAL,NIH,20.0,COMPLETED,,Failed
NCT00002826,PHASE2,Breast Cancer,DRUG,NIH,36.0,COMPLETED,,Failed
NCT00002827,PHASE3,Cardiac Toxicity,BIOLOGICAL,NIH,294.0,COMPLETED,,Failed
NCT00002828,PHASE1,Colorectal Cancer,DRUG,OTHER,,COMPLETED,,Failed
NCT00002829,PHASE2,Lymphoma,BIOLOGICAL,NIH,45.0,COMPLETED,,Failed
NCT00002831,PHASE1/PHASE2,Leukemia,BIOLOGICAL,NIH,24.0,COMPLETED,,Failed
NCT00002832,PHASE1/PHASE2,Leukemia,BIOLOGICAL,NIH,14.0,COMPLETED,,Failed
NCT00002833,PHASE2,Graft Versus Host Disease,BIOLOGICAL,NIH,53.0,COMPLETED,,Failed
NCT00002835,PHASE3,Lymphoma,BIOLOGICAL,NIH,116.0,COMPLETED,,Failed
NCT00002836,PHASE3,Breast Cancer,BIOLOGICAL,NIH,184.0,COMPLETED,,Failed
NCT00002837,PHASE1/PHASE2,Breast Cancer,BIOLOGICAL,NIH,21.0,COMPLETED,,Failed
NCT00002838,PHASE1/PHASE2,Leukemia,BIOLOGICAL,NIH,13.0,COMPLETED,,Failed
NCT00002839,PHASE3,Head and Neck Cancer,DRUG,NETWORK,564.0,COMPLETED,,Failed
NCT00002840,PHASE3,Brain and Central Nervous System Tumors,DRUG,OTHER_GOV,350.0,COMPLETED,,Failed
NCT00002842,PHASE2,Colorectal Cancer,DRUG,NIH,49.0,COMPLETED,2 Year Disease-free Survival .,Passed
NCT00002844,PHASE2,Leukemia,DRUG,NIH,49.0,COMPLETED,,Failed
NCT00002845,PHASE2,Melanoma (Skin),BIOLOGICAL,OTHER,20.0,UNKNOWN,,Failed
NCT00002846,PHASE2,Kidney Cancer,BIOLOGICAL,OTHER,14.0,UNKNOWN,,Failed
NCT00002847,PHASE2,Kidney Cancer,BIOLOGICAL,OTHER,14.0,UNKNOWN,,Failed
NCT00002848,NA,Prostate Cancer,PROCEDURE,NIH,480.0,COMPLETED,,Failed
NCT00002849,PHASE2,Multiple Myeloma,BIOLOGICAL,NIH,93.0,COMPLETED,,Failed
NCT00002850,PHASE3,Infection,DRUG,NIH,212.0,COMPLETED,Proportion of Patients Experiencing a Serious Bacterial Infection,Passed
NCT00002851,PHASE3,Breast Cancer,PROCEDURE,NETWORK,4000.0,UNKNOWN,,Failed
NCT00002852,PHASE3,Adenocarcinoma of the Lung,DRUG,NIH,500.0,COMPLETED,,Failed
NCT00002854,PHASE1,Cancer,BIOLOGICAL,NIH,33.0,COMPLETED,,Failed
NCT00002855,PHASE3,Prostate Cancer,DRUG,NIH,306.0,COMPLETED,,Failed
NCT00002858,PHASE3,Lung Cancer,DRUG,OTHER,280.0,UNKNOWN,,Failed
NCT00002860,PHASE2,Melanoma (Skin),PROCEDURE,NIH,77.0,COMPLETED,,Failed
NCT00002862,PHASE1,Lymphoma,DRUG,NIH,25.0,COMPLETED,,Failed
NCT00002863,PHASE1,Sarcoma,DRUG,NIH,19.0,TERMINATED,,Failed
NCT00002864,PHASE3,Breast Cancer,DRUG,NETWORK,667.0,COMPLETED,,Failed
NCT00002865,PHASE2,Leukemia,BIOLOGICAL,NIH,25.0,COMPLETED,,Failed
NCT00002866,PHASE1,Breast Cancer,BIOLOGICAL,NETWORK,50.0,COMPLETED,,Failed
NCT00002868,PHASE3,Leukemia,BIOLOGICAL,NIH,744.0,COMPLETED,,Failed
NCT00002869,PHASE3,Leukemia,BIOLOGICAL,OTHER_GOV,800.0,UNKNOWN,,Failed
NCT00002870,PHASE3,Breast Cancer,BIOLOGICAL,OTHER,180.0,COMPLETED,,Failed
NCT00002872,PHASE3,Metastatic Cancer,BIOLOGICAL,NIH,480.0,COMPLETED,,Failed
NCT00002873,PHASE1/PHASE2,Breast Cancer,RADIATION,NIH,,COMPLETED,,Failed
NCT00002874,PHASE3,Prostate Cancer,DRUG,NIH,840.0,COMPLETED,Overall Survival (12-year Rates Reported),Passed
NCT00002875,PHASE3,Brain Tumors,BIOLOGICAL,NIH,421.0,COMPLETED,,Failed
NCT00002876,PHASE2,Brain and Central Nervous System Tumors,DRUG,NIH,35.0,COMPLETED,,Failed
NCT00002878,PHASE3,Multiple Myeloma and Plasma Cell Neoplasm,DRUG,NIH,,COMPLETED,,Failed
NCT00002879,PHASE2,Lymphoma,DRUG,NIH,51.0,COMPLETED,,Failed
NCT00002880,PHASE2,Lymphoma,DRUG,NIH,53.0,COMPLETED,,Failed
NCT00002881,PHASE3,Prostate Cancer,DRUG,NIH,,COMPLETED,,Failed
NCT00002882,PHASE3,Melanoma,BIOLOGICAL,NIH,140.0,COMPLETED,,Failed
NCT00002883,PHASE3,Esophageal Cancer,DRUG,OTHER,250.0,COMPLETED,,Failed
NCT00002884,PHASE3,Esophageal Cancer,DRUG,OTHER,326.0,UNKNOWN,,Failed
NCT00002887,PHASE1,Lung Cancer,DRUG,OTHER,30.0,UNKNOWN,,Failed
