nct_id,nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at,source_class,delayed_posting,expanded_access_nctid,expanded_access_status_for_nctid,fdaaa801_violation,baseline_type_units_analyzed,patient_registry
NCT04669119,,2020-12-01,,,2020-12-14,2020-12-14,2020-12-16,ACTUAL,,,,,,,2020-12-14,2020-12-16,ACTUAL,2020-12-31,ESTIMATED,2020-12-31,2020-12,2020-12-31,2022-01-31,ESTIMATED,2022-01-31,2021-12-31,ESTIMATED,2021-12-31,,INTERVENTIONAL,,,"Effects of Bromelain and Boswellia Serrata Casperome With Centella Asiatica and Vitamins on Edema, Paresthesia and Postoperative Pain After Quadrantectomy With or Without Sentinel Lymph Node Biopsy.","Effects of Bromelain and Boswellia Serrata Casperome With Centella Asiatica and Thiamine, Riboflavin, Pyridoxine, Vitamin D, Superoxide Dismutase on Edema, Paresthesia and Postoperative Pain After Quadrantectomy With or Without Sentinel Lymph Node Biopsy: Blinded Randomized Controlled Study",UNKNOWN,RECRUITING,PHASE4,120.0,ESTIMATED,University of Bari Aldo Moro,,3.0,,,False,,,,False,False,False,,,,,,,,,NO,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER,,,,,,
NCT05670431,,2023-01-02,,,2024-05-03,2023-01-03,2023-01-04,ACTUAL,,,,,,,2024-05-03,2024-05-06,ACTUAL,2023-05-15,ACTUAL,2023-05-15,2023-04,2023-04-30,2023-05-31,ACTUAL,2023-05-31,2023-05-30,ACTUAL,2023-05-30,,OBSERVATIONAL,,,The Effect of Smile Designs on Aesthetic Perception,The Effect of Smile Designs Using the Digital Smile Design Program on Aesthetic Perception,COMPLETED,,,231.0,ACTUAL,Trakya University,,,5.0,,False,,,,,False,False,,,,,,,,,,,2025-06-25 18:51:03.905308,2025-06-25 18:51:03.905308,OTHER,,,,,,False
NCT02400645,,2015-03-11,,,2020-04-27,2015-03-26,2015-03-27,ESTIMATED,,,,,,,2020-04-27,2020-04-28,ACTUAL,2015-03,,2015-03-31,2015-03,2015-03-31,2016-05,ACTUAL,2016-05-31,2016-05,ACTUAL,2016-05-31,,INTERVENTIONAL,LATAP,,TAP Block With Liposomal Bupivacaine Versus Pre-incisional Wound Infiltration With Bupivacaine for Postoperative Pain,Comparison of Laparoscopically Assisted Transversus Abdominis Plane Block Using Liposomal Bupivacaine With Pre-incisional Bupivacaine for Post-operative Pain Control in Patients Undergoing Laparoscopic or Robotic Hysterectomy,TERMINATED,,PHASE1,69.0,ACTUAL,University of Tennessee,,2.0,,It was determined that one member of the team had falsified data.,False,,,,False,,,,,,,,,,,,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER,,,,,,
NCT02212626,,2014-08-07,,,2017-07-31,2014-08-07,2014-08-08,ESTIMATED,,,,,,,2017-07-31,2017-08-01,ACTUAL,2014-08,ACTUAL,2014-08-31,2017-07,2017-07-31,2017-01,ACTUAL,2017-01-31,2017-01,ACTUAL,2017-01-31,,INTERVENTIONAL,ROBINSON,,"Prospective, Non-randomized Multi-center, Controlled Physician-initiated Trial: Rotarex Belgium In-stent Occlusion",,COMPLETED,,PHASE4,30.0,ACTUAL,Flanders Medical Research Program,,1.0,,,False,,,,,,,,,,,,,,,,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,NETWORK,,,,,,
NCT01622049,,2010-08-05,,,2013-03-13,2012-06-13,2012-06-18,ESTIMATED,,,,,,,2013-03-13,2013-03-14,ESTIMATED,2006-10,,2006-10-31,2012-11,2012-11-30,2009-02,ACTUAL,2009-02-28,2009-02,ACTUAL,2009-02-28,,OBSERVATIONAL,TTTS,,Selective Laser Photocoagulation of Communicating Vessels in Twin-Twin Transfusion Syndrome,Selective Laser Photocoagulation of Communicating Vessels in Twin-Twin Transfusion Syndrome,COMPLETED,,,77.0,ACTUAL,University of South Florida,,,1.0,,False,,,,False,,,,,,,,,,,,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER,,,,,,
NCT02979678,,2016-10-13,,,2017-09-05,2016-11-29,2016-12-01,ESTIMATED,,,,,,,2017-09-05,2017-09-06,ACTUAL,2015-06,,2015-06-30,2017-09,2017-09-30,2019-06,ESTIMATED,2019-06-30,2018-03,ESTIMATED,2018-03-31,,INTERVENTIONAL,,,European Organisation of Research and Treatment (EORTC) Quality of Life Questionnaire (QLQ) Breast Cancer Module Update,The Update of the EORTC Quality of Life Questionnaire Breast Cancer Module (EORTC QLQ-Breast 23) Phase 1-3,UNKNOWN,RECRUITING,NA,260.0,ESTIMATED,Medical University of Graz,,1.0,,,False,,,,False,,,,,,,,,,,NO,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER,,,,,,
NCT04151147,,2019-10-30,,,2019-11-01,2019-11-01,2019-11-05,ACTUAL,,,,,,,2019-11-01,2019-11-05,ACTUAL,2018-01-02,ACTUAL,2018-01-02,2019-11,2019-11-30,2018-07-30,ACTUAL,2018-07-30,2018-07-15,ACTUAL,2018-07-15,,INTERVENTIONAL,,,Effect of CGF on Frequency of Alveolar Osteitis Following Partially Erupted Mandibular Third Molar Surgery,Effect of Concentrated Growth Factors on Frequency of Alveolar Osteitis Following Partially Erupted Mandibular Third Molar Surgery: A Randomized Controlled Clinical Study,COMPLETED,,NA,70.0,ACTUAL,Ege University,,2.0,,,False,,,,False,False,False,,,,,,,,,NO,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER,,,,,,
NCT03883724,,2019-03-12,2022-11-25,,2022-11-25,2019-03-18,2019-03-21,ACTUAL,2022-11-25,2022-12-22,ACTUAL,,,,2022-11-25,2022-12-22,ACTUAL,2019-02-01,ACTUAL,2019-02-01,2022-11,2022-11-30,2021-11-30,ACTUAL,2021-11-30,2021-11-30,ACTUAL,2021-11-30,,INTERVENTIONAL,,"Overall, 56 participants were eligible, 29 randomized to BBTI and 27 to control group",Impact of Behavioral Treatment of Insomnia on Nighttime Urine Production,Impact of Behavioral Treatment of Insomnia on Nighttime Urine Production,COMPLETED,,NA,56.0,ACTUAL,University of Pittsburgh,,2.0,,,False,,,,False,False,False,,,,,,,,,,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER,,,,,,
NCT03280264,,2017-09-07,2021-04-28,,2021-05-26,2017-09-08,2017-09-12,ACTUAL,2021-05-26,2021-05-27,ACTUAL,,,,2021-05-26,2021-05-27,ACTUAL,2017-08-30,ACTUAL,2017-08-30,2021-05,2021-05-31,2019-04-09,ACTUAL,2019-04-09,2019-04-09,ACTUAL,2019-04-09,,INTERVENTIONAL,,,Phase 3 Study of KHK7580 for the Treatment of Hypercalcemia in Patients With Parathyroid Carcinoma or Primary Hyperparathyroidism,An Intra-Subject Dose-Adjustment Study of KHK7580 for the Treatment of Hypercalcemia in Patients With Parathyroid Carcinoma or Primary Hyperparathyroidism Who Are Unable to Undergo Parathyroidectomy or Relapse After Parathyroidectomy,COMPLETED,,PHASE3,18.0,ACTUAL,"Kyowa Kirin Co., Ltd.",,1.0,,,False,,,,False,False,False,,,,,,,,,NO,,2025-06-26 01:17:51.567718,2025-06-26 01:17:51.567718,INDUSTRY,,,,,,
NCT04867772,,2021-04-27,,,2021-04-29,2021-04-29,2021-04-30,ACTUAL,,,,,,,2021-04-29,2021-04-30,ACTUAL,2015-03-17,ACTUAL,2015-03-17,2021-04,2021-04-30,2018-03-30,ACTUAL,2018-03-30,2018-01-26,ACTUAL,2018-01-26,,INTERVENTIONAL,CORKA,,Community Based Rehabilitation After Knee Arthroplasty,COmmunity Based Rehabilitation After Knee Arthroplasty (CORKA): A Prospective Two Arm Individually Randomised Controlled Trial,COMPLETED,,NA,621.0,ACTUAL,University of Oxford,,2.0,,,False,,,,True,,,,,,,,,,,,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER,,,,,,
NCT03779945,,2018-05-17,,,2018-12-19,2018-12-15,2018-12-19,ACTUAL,,,,,,,2018-12-19,2018-12-20,ACTUAL,2018-12-20,ESTIMATED,2018-12-20,2018-12,2018-12-31,2020-01-20,ESTIMATED,2020-01-20,2019-12-20,ESTIMATED,2019-12-20,,INTERVENTIONAL,,,Effect of Platelet-Rich-Plasma in Spine Fusion,Application of Platelet-Rich-Plasma in Posterolateral Lumbar Fusion,UNKNOWN,NOT_YET_RECRUITING,PHASE4,60.0,ESTIMATED,Assiut University,,2.0,,,False,,,,,False,False,,,,,,,,,,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER,,,,,,
NCT00910962,,2009-05-28,2017-08-18,2013-02-13,2017-11-02,2009-05-28,2009-06-01,ESTIMATED,2017-09-26,2017-10-27,ACTUAL,2013-02-13,2013-02-18,ESTIMATED,2017-11-02,2017-12-07,ACTUAL,2009-10-08,ACTUAL,2009-10-08,2017-09,2017-09-30,2012-03-06,ACTUAL,2012-03-06,2012-03-06,ACTUAL,2012-03-06,,INTERVENTIONAL,Solstice,The race of one participant each in treatment A and treatment B were unknown.,"A Study to Evaluate the Safety of 12 Weeks of Dosing With GW856553 and Its Effects on Inflammatory Markers, Infarct Size, and Cardiac Function in Subjects With Myocardial Infarction Without ST-segment Elevation","A Randomized, Double-blind, Placebo-controlled Study to Evaluate the Safety of 12 Weeks of Dosing With GW856553 and Its Effects on Inflammatory Markers, Infarct Size, and Cardiac Function in Subjects With Myocardial Infarction Without ST-segment Elevation",COMPLETED,,PHASE2,526.0,ACTUAL,GlaxoSmithKline,,3.0,,,False,,,,True,,,,,,,,,,,YES,Patient-level data for this study will be made available through www.clinicalstudydatarequest.com following the timelines and process described on this site.,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,INDUSTRY,,,,,,
NCT03936725,,2019-04-26,,,2020-06-04,2019-05-02,2019-05-03,ACTUAL,,,,,,,2020-06-04,2020-06-05,ACTUAL,2019-05-10,ACTUAL,2019-05-10,2020-06,2020-06-30,2020-05-30,ACTUAL,2020-05-30,2020-05-01,ACTUAL,2020-05-01,,OBSERVATIONAL,,,Evaluation of Return to Work One Year After a Rehabilitation Program for Chronic Back Pain,Evaluation of Return to Work One Year After a Short Rehabilitation Program for Chronic Non Specific Low Back Pain Patients,COMPLETED,,,200.0,ACTUAL,"University Hospital, Montpellier",,,1.0,,False,,,,False,False,False,,,,,,,,,UNDECIDED,NC,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER,,,,,,False
NCT05985668,,2023-06-30,,,2023-12-01,2023-08-09,2023-08-14,ACTUAL,,,,,,,2023-12-01,2023-12-04,ACTUAL,2023-09-05,ACTUAL,2023-09-05,2023-06,2023-06-30,2026-12-31,ESTIMATED,2026-12-31,2026-12-31,ESTIMATED,2026-12-31,,OBSERVATIONAL,,,Towards Improved Diagnostics for Suspected Platelet Function Disorders,Towards Improved Diagnostics for Suspected Platelet Function Disorders,RECRUITING,,,140.0,ESTIMATED,Region Stockholm,,,2.0,,False,,,,False,False,False,,,,,,,,,YES,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER_GOV,,,,,,False
NCT03979937,,2019-06-06,,,2022-03-08,2019-06-06,2019-06-10,ACTUAL,,,,,,,2022-03-08,2022-03-09,ACTUAL,2020-02-15,ACTUAL,2020-02-15,2022-03,2022-03-31,2022-03-01,ACTUAL,2022-03-01,2022-03-01,ACTUAL,2022-03-01,10 Days,OBSERVATIONAL,PRASEPT,,Development and Validation of a Simple Diagnostic Tool Predictive of the Aseptic Character of Joint Effusion,Development and Validation of a Simple Diagnostic Tool Predictive of the Aseptic Character of Joint Effusion,COMPLETED,,,328.0,ACTUAL,Centre Hospitalier le Mans,,,,,False,,,,False,False,False,,,,,,,,,NO,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER,,,,,,True
NCT00942500,,2009-07-13,,,2012-10-31,2009-07-20,2009-07-21,ESTIMATED,,,,,,,2012-10-31,2012-11-01,ESTIMATED,2009-07,,2009-07-31,2012-10,2012-10-31,2012-08,ACTUAL,2012-08-31,2012-08,ACTUAL,2012-08-31,,INTERVENTIONAL,POST,,Effects of Postconditioning On Myocardial Reperfusion,Effects of Postconditioning On Myocardial Reperfusion in Patients With ST-segment Elevation Myocardial Infarction,COMPLETED,,NA,700.0,ACTUAL,Samsung Medical Center,,2.0,,,False,,,,True,,,,,,,,,,,,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER,,,,,,
NCT03043339,,2017-02-02,,,2024-06-24,2017-02-02,2017-02-06,ESTIMATED,,,,,,,2024-06-24,2024-06-26,ACTUAL,2017-10-02,ACTUAL,2017-10-02,2024-06,2024-06-30,2019-01-10,ACTUAL,2019-01-10,2019-01-10,ACTUAL,2019-01-10,,OBSERVATIONAL,COMET-DR,,Characterization Of the Intestinal Microbiome Evolution After Kidney Transplant Donation or Receipt,Characterization Of the Intestinal Microbiome Evolution After Kidney Transplant Donation or Receipt,TERMINATED,,,3.0,ACTUAL,Emory University,,,2.0,Study halted prematurely due to lack of funding.,False,,,,True,False,False,,,,SAMPLES_WITH_DNA,Specimens collected through anal swabs and stool samples will be stored until DNA extraction can occur. DNA analysis of the microbiome will occur; DNA of the participants will not be examined.,,,,NO,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER,,,,,,False
NCT02207777,,2014-07-31,,,2024-04-22,2014-07-31,2014-08-04,ESTIMATED,,,,,,,2024-04-22,2024-04-24,ACTUAL,2014-08,ACTUAL,2014-08-31,2024-04,2024-04-30,2026-04,ESTIMATED,2026-04-30,2025-04,ESTIMATED,2025-04-30,,INTERVENTIONAL,RBD-T2D,,Weight Loss-Independent Metabolic Effects of Roux-En-Y Gastric Bypass in Diabetes,Weight Loss-Independent Metabolic Effects of Roux-En-Y Gastric Bypass in Diabetes,ACTIVE_NOT_RECRUITING,,NA,70.0,ESTIMATED,Washington University School of Medicine,,2.0,,,False,,,,True,False,False,,,,,,,,,,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER,,,,,,
NCT00392652,,2006-10-25,,,2016-12-28,2006-10-25,2006-10-26,ESTIMATED,,,,,,,2016-12-28,2016-12-29,ESTIMATED,2006-11,,2006-11-30,2016-12,2016-12-31,2009-10,ACTUAL,2009-10-31,2008-10,ACTUAL,2008-10-31,,INTERVENTIONAL,,,Diindolylmethane in Healthy Volunteers,"Phase 1 Multiple-Dose Safety, Pharmacokinetic, and Drug Interaction Clinical Study of Nutritional-Grade, Absorption-Enhanced DIM (BR-DIM)",COMPLETED,,PHASE1,14.0,ACTUAL,National Cancer Institute (NCI),,2.0,,,False,,,,,,,,,,,,,,,,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,NIH,,,,,,
NCT03483714,,2018-03-11,,,2018-03-28,2018-03-28,2018-03-30,ACTUAL,,,,,,,2018-03-28,2018-03-30,ACTUAL,2011-02-01,ACTUAL,2011-02-01,2018-03,2018-03-31,2015-11-05,ACTUAL,2015-11-05,2015-11-05,ACTUAL,2015-11-05,,OBSERVATIONAL,,,Muscle Activation Characteristics During Spinal Manipulation in Healthy and Low Back Pain Participants,Muscle Activation Characteristics During Spinal Manipulation in Healthy and Low Back Pain Participants,COMPLETED,,,60.0,ACTUAL,University of Denver,,,3.0,,False,,,,True,False,False,,,,,,,,,NO,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER,,,,,,False
NCT06501950,,2024-06-20,,,2024-07-12,2024-07-12,2024-07-15,ACTUAL,,,,,,,2024-07-12,2024-07-15,ACTUAL,2024-06-20,ACTUAL,2024-06-20,2024-07,2024-07-31,2027-12,ESTIMATED,2027-12-31,2027-10,ESTIMATED,2027-10-31,,OBSERVATIONAL,360PMS,,Measuring Silent Disease Progression in Multiple Sclerosis With a Multimodal Approach,Measuring Silent Disease Progression in Multiple Sclerosis With a Multimodal Approach,RECRUITING,,,77.0,ESTIMATED,"Heinrich-Heine University, Duesseldorf",,,2.0,,False,,,,False,False,False,,,,SAMPLES_WITHOUT_DNA,Blood samples,,,,NO,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER,,,,,,False
NCT04434872,,2015-05-28,,,2020-06-14,2020-06-14,2020-06-17,ACTUAL,,,,,,,2020-06-14,2020-06-17,ACTUAL,2015-07,,2015-07-31,2020-06,2020-06-30,2016-07,ACTUAL,2016-07-31,2016-07,ACTUAL,2016-07-31,,INTERVENTIONAL,,,Fecal Microbiota Transplantation as a Treatment for Ulcerative Colitis,,TERMINATED,,PHASE2,80.0,ACTUAL,Tel-Aviv Sourasky Medical Center,,2.0,,Lack of budget,False,,,,,,,,,,,,,,,,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER_GOV,,,,,,
NCT01950689,,2013-09-23,,,2021-10-11,2013-09-23,2013-09-25,ESTIMATED,,,,,,,2021-10-11,2021-10-19,ACTUAL,2014-09-11,ACTUAL,2014-09-11,2021-10,2021-10-31,2021-01-07,ACTUAL,2021-01-07,2021-01-07,ACTUAL,2021-01-07,,INTERVENTIONAL,NIMRAD,,NIMRAD (A Randomised Placebo-controlled Trial of Synchronous NIMorazole Versus RADiotherapy Alone in Patients With Locally Advanced Head and Neck Squamous Cell Carcinoma Not Suitable for Synchronous Chemotherapy or Cetuximab),A Randomised Placebo-controlled Trial of Synchronous NIMorazole Versus RADiotherapy Alone in Patients With Locally Advanced Head and Neck Squamous Cell Carcinoma Not Suitable for Synchronous Chemotherapy or Cetuximab),COMPLETED,,PHASE3,338.0,ACTUAL,The Christie NHS Foundation Trust,,2.0,,,False,,,,True,,,,,,,,,,,,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER,,,,,,
NCT02072109,,2014-02-24,,,2015-04-29,2014-02-24,2014-02-26,ESTIMATED,,,,,,,2015-04-29,2015-04-30,ESTIMATED,2014-06,,2014-06-30,2014-06,2014-06-30,2016-06,ESTIMATED,2016-06-30,2016-02,ESTIMATED,2016-02-29,,OBSERVATIONAL,,,Comparison of Regional Splanchnic Tissue Oxygenation Measured by NIRS in Preterm Babies Fed Bolus Versus Continuous Feeding,Evaluation of Regional Splanchnic Tissue Oxygenation Measured by NIRS (Near Infrared Spectroscopy) in Preterm Infants Receiving Bolus Versus Continuous Feeding,UNKNOWN,RECRUITING,,20.0,ESTIMATED,Meir Medical Center,,,2.0,,False,,,,,,,,,,,,,,,,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER,,,,,,False
NCT06019715,,2023-08-24,,,2024-05-09,2023-08-30,2023-08-31,ACTUAL,,,,,,,2024-05-09,2024-05-10,ACTUAL,2023-06-01,ACTUAL,2023-06-01,2024-05,2024-05-31,2024-05-01,ACTUAL,2024-05-01,2024-03-01,ACTUAL,2024-03-01,,INTERVENTIONAL,,,Remote Postpartum Intervention Targeting Movement Behaviors After Hypertensive Disorders of Pregnancy,Remote Postpartum Intervention Targeting Movement Behaviors After Hypertensive Disorders of Pregnancy,COMPLETED,,NA,20.0,ACTUAL,University of Iowa,,1.0,,,False,,,,False,False,False,,,,,,,,,NO,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER,,,,,,
NCT04883515,,2021-05-07,,,2021-05-17,2021-05-07,2021-05-12,ACTUAL,,,,,,,2021-05-17,2021-05-19,ACTUAL,2021-06,ESTIMATED,2021-06-30,2021-05,2021-05-31,2024-09,ESTIMATED,2024-09-30,2024-09,ESTIMATED,2024-09-30,,INTERVENTIONAL,OBEGLUT,,Effects of Oral Glutamine Supplementation on Insulin Resistance and Functional Intestinal Disorders in Obese Patients.,Effects of Oral Glutamine Supplementation on Insulin Resistance and Functional Intestinal Disorders in Obese Patients.,UNKNOWN,NOT_YET_RECRUITING,NA,110.0,ESTIMATED,"University Hospital, Rouen",,2.0,,,False,,,,False,False,False,,,,,,,,,NO,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER,,,,,,
NCT01817894,,2013-02-14,,,2013-11-29,2013-03-21,2013-03-26,ESTIMATED,,,,,,,2013-11-29,2013-12-02,ESTIMATED,2012-01,,2012-01-31,2013-11,2013-11-30,2013-10,ACTUAL,2013-10-31,2013-10,ACTUAL,2013-10-31,,INTERVENTIONAL,,,Treatment With Topical Eflornithin After Laser Treatment in Women With Facial Hirsutism,Treatment With Topical Eflornithin After Laser Treatment in Women With Facial Hirsutism,COMPLETED,,PHASE4,22.0,ACTUAL,Bispebjerg Hospital,,1.0,,,False,,,,False,,,,,,,,,,,,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER,,,,,,
NCT02936401,,2016-07-27,,,2020-08-05,2016-10-14,2016-10-18,ESTIMATED,,,,,,,2020-08-05,2020-08-07,ACTUAL,2015-03-30,ACTUAL,2015-03-30,2020-08,2020-08-31,2019-11-07,ACTUAL,2019-11-07,2019-11-07,ACTUAL,2019-11-07,,INTERVENTIONAL,,,Mindfulness Based Stress Reduction for Older Adults With HIV Associated Neurocognitive Disorders,Interventions for Symptom Management in Older Patients With HAND,COMPLETED,,NA,180.0,ACTUAL,"University of California, San Francisco",,2.0,,,False,,,,False,,,,,,,,,,,NO,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER,,,,,,
NCT03547154,,2018-05-24,2019-03-29,,2019-07-12,2018-05-24,2018-06-06,ACTUAL,2019-07-12,2019-08-12,ACTUAL,,,,2019-07-12,2019-08-12,ACTUAL,1998-10-22,ACTUAL,1998-10-22,2019-07,2019-07-31,2001-02-20,ACTUAL,2001-02-20,2001-02-20,ACTUAL,2001-02-20,,INTERVENTIONAL,,,Polyethylene Glycol Interferon Alfa-2b (PEG Intron) Versus Interferon Alfa-2b (INTRON^® A) in the Treatment of Newly Diagnosed Chronic Myelogenous Leukemia (CML) (C98026),"A RANDOMIZED PHASE 2/3 TRIAL OF SCH 54031 PEG12000 INTERFERON ALFA-2b (PEG INTRON, SCH 54031) VS. INTRON A (SCH 30500) IN SUBJECTS WITH NEWLY DIAGNOSED CML (PROTOCOL NOS. C/I98-026)",TERMINATED,,PHASE2/PHASE3,344.0,ACTUAL,Merck Sharp & Dohme LLC,AE Preferred Terms were converted from WHO-ART dictionary to the MedDRA version 10.0,2.0,,,False,,,,False,True,False,,,,,,,,,,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,INDUSTRY,,,,,,
NCT02322424,,2014-12-17,,,2014-12-17,2014-12-17,2014-12-23,ESTIMATED,,,,,,,2014-12-17,2014-12-23,ESTIMATED,2014-12,,2014-12-31,2014-12,2014-12-31,2017-06,ESTIMATED,2017-06-30,2017-06,ESTIMATED,2017-06-30,42 Months,OBSERVATIONAL,,,Predictive Risk Factors for Pancreatic Fistula Grade C After Pancreaticoduodenectomy,Predictive Risk Factors for Pancreatic Fistula Grade C After Pancreaticoduodenectomy: Prospective Large Observational Study,UNKNOWN,RECRUITING,,3000.0,ESTIMATED,Wakayama Medical University,,,1.0,,False,,,,True,,,,,,,,,,,,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER,,,,,,True
NCT04679675,,2020-12-09,2023-07-19,,2023-09-06,2020-12-16,2020-12-22,ACTUAL,2023-08-22,2023-08-24,ACTUAL,,,,2023-09-06,2023-09-18,ACTUAL,2020-11-20,ACTUAL,2020-11-20,2023-09,2023-09-30,2023-07-29,ACTUAL,2023-07-29,2022-07-29,ACTUAL,2022-07-29,,INTERVENTIONAL,STEP,,Self-Testing Options in the Era of Primary HPV Screening for Cervical Cancer Trial,Self-Testing Options in the Era of Primary HPV Screening for Cervical Cancer: the STEP Trial,COMPLETED,,NA,32771.0,ACTUAL,Kaiser Permanente,,4.0,,,False,,,,False,False,False,,,,,,,,,YES,Resources developed during the study will be made available in accordance with the NIH Data Sharing Policy to researchers in both the private and public sector free or for a nominal charge and with minimal restriction. Deidentified data will be made available to qualified investigators within 6 months of acceptance of the manuscript describing major outcomes. Requestors will be required to obtain IRB approval and sign a data use agreement before data will be released. The data use agreement must include the following commitments: a commitment to using the data for research purposes only and not to identify any individual participants or to disclose Kaiser Permanente proprietary information; a commitment to securing the data using appropriate computer technology; a commitment to destroying or returning the data after analyses are completed; and a commitment to meet any additional requirements that might be stipulated by Kaiser Permanente's Human Subjects Review Committee.,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER,,,,,,
NCT05157113,,2021-11-30,,,2023-06-27,2021-11-30,2021-12-14,ACTUAL,,,,,,,2023-06-27,2023-06-28,ACTUAL,2022-05-31,ACTUAL,2022-05-31,2023-06,2023-06-30,2024-06-01,ESTIMATED,2024-06-01,2024-06-01,ESTIMATED,2024-06-01,,INTERVENTIONAL,,,"Evaluating a Dropless Postoperative Regimen After Cataract Surgery in a Vulnerable, County-hospital Population","Evaluating the Efficacy, Compliance, and Patient Satisfaction of a New Dropless Postoperative Regimen After Cataract Surgery in a Vulnerable, County-hospital Population",UNKNOWN,RECRUITING,PHASE4,70.0,ESTIMATED,"University of California, San Francisco",,2.0,,,False,,,,,True,False,,,True,,,,,,NO,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER,,,,,,
NCT02326493,,2014-11-27,,,2017-02-22,2014-12-22,2014-12-29,ESTIMATED,,,,,,,2017-02-22,2017-02-23,ACTUAL,2014-11,,2014-11-30,2016-09,2016-09-30,2016-11,ACTUAL,2016-11-30,2016-11,ACTUAL,2016-11-30,,INTERVENTIONAL,,,Tailor-CRT: Better Application of Cardiac Resynchronization Therapy,Tailor-CRT: Better Application of Cardiac Resynchronization Therapy by Automated and Improved Selection of Location and Timing of Stimulation,COMPLETED,,NA,28.0,ACTUAL,Maastricht University Medical Center,,1.0,,,False,,,,True,,,,,,,,,,,,,2025-06-25 12:43:16.830508,2025-06-25 12:43:16.830508,OTHER,,,,,,
